Course Number,Course Title,URL,cluster,description,TRAIN
21M.263,Music Since 1960,https://ocw.mit.edu/courses/music-and-theater-arts/21m-263-music-since-1960-spring-2006,472,"This course begins with the premise that the 1960s mark a great dividing point in the history of 20th century Western musical culture, and explores the ways in which various social and artistic concerns of composers, performers, and listeners have evolved since that decade. It focuses on works by classical composers from around the world. Topics include the impact of rock, as it developed during the 1960s - 70s; the concurrent emergence of post serial, neotonal, minimalist, and new age styles; the globalization of Western musical traditions; the impact of new technologies; and the significance of music video, video games, and other versions of multimedia. The course interweaves discussion of these topics with close study of seminal musical works, evenly distributed across the four decades since 1960; works by MIT composers are included.
","Music Since 1960 This course begins with the premise that the 1960s mark a great dividing point in the history of 20th century Western musical culture, and explores the ways in which various social and artistic concerns of composers, performers, and listeners have evolved since that decade. It focuses on works by classical composers from around the world. Topics include the impact of rock, as it developed during the 1960s - 70s; the concurrent emergence of post serial, neotonal, minimalist, and new age styles; the globalization of Western musical traditions; the impact of new technologies; and the significance of music video, video games, and other versions of multimedia. The course interweaves discussion of these topics with close study of seminal musical works, evenly distributed across the four decades since 1960; works by MIT composers are included.
"
21M.269,Studies in Western Music History: Quantitative and Computational Approaches to Music History,https://ocw.mit.edu/courses/music-and-theater-arts/21m-269-studies-in-western-music-history-quantitative-and-computational-approaches-to-music-history-spring-2012,472,"The disciplines of music history and music theory have been slow to embrace the digital revolutions that have transformed other fields' text-based scholarship (history and literature in particular). Computational musicology opens the door to the possibility of understanding—even if at a broad level—trends and norms of behavior of large repertories of music. This class presents the major approaches, results, and challenges of computational musicology through readings in the field, gaining familiarity with datasets, and hands on workshops and assignments on data analysis and ""corpus"" (i.e., repertory) studies. Class sessions alternate between discussion/lecture and labs on digital tools for studying music. A background in music theory and/or history is required, and experience in computer programming will be extremely helpful. Coursework culminates in an independent research project in quantitative or computational musicology that will be presented to the class as a whole.
","Studies in Western Music History: Quantitative and Computational Approaches to Music History The disciplines of music history and music theory have been slow to embrace the digital revolutions that have transformed other fields' text-based scholarship (history and literature in particular). Computational musicology opens the door to the possibility of understanding—even if at a broad level—trends and norms of behavior of large repertories of music. This class presents the major approaches, results, and challenges of computational musicology through readings in the field, gaining familiarity with datasets, and hands on workshops and assignments on data analysis and ""corpus"" (i.e., repertory) studies. Class sessions alternate between discussion/lecture and labs on digital tools for studying music. A background in music theory and/or history is required, and experience in computer programming will be extremely helpful. Coursework culminates in an independent research project in quantitative or computational musicology that will be presented to the class as a whole.
"
21M.271,Symphony and Concerto,https://ocw.mit.edu/courses/music-and-theater-arts/21m-271-symphony-and-concerto-spring-2007,583,"This course is a survey of significant orchestral masterworks composed during three centuries. Listening assignments include 34 symphonies and 24 concertos, composed from the 1720s to the 1990s. Class discussion and oral presentations focus on the works in 18 miniature scores; prior score-reading experience is helpful. Each of the three written papers reviews a concert attended during the term. Since this is a participatory subject, each student will give oral presentations concerning composers and their symphonies and/or concertos.
","Symphony and Concerto This course is a survey of significant orchestral masterworks composed during three centuries. Listening assignments include 34 symphonies and 24 concertos, composed from the 1720s to the 1990s. Class discussion and oral presentations focus on the works in 18 miniature scores; prior score-reading experience is helpful. Each of the three written papers reviews a concert attended during the term. Since this is a participatory subject, each student will give oral presentations concerning composers and their symphonies and/or concertos.
"
21M.289,Islam/Media,https://ocw.mit.edu/courses/music-and-theater-arts/21m-289-islam-media-spring-2015,115,"This course is an introduction to Islam from the perspective of media and sound studies, intended for advanced undergraduates and graduate students. From the time of the Prophet Muhammad, Islam in its various manifestations has had a complex relationship with media. While much contemporary writing focuses on Islam _in_ the media, this course explores how many aspects of Islamic practice and thinking might be understood as media technologies that facilitate the inscription, storage and transmission of knowledge. Central questions include: How do Islam and media technologies relate? What kinds of practices of inscription and transmission characterize Islam in all its varieties across time and place? How might Islamic thought and practice be understood in light of databases, networks, and audiovisual sensation? Given the rich diversity in Islam historically and geographically, emphasis will be placed on these interconnected but divergent practices from the earliest revelations of the Qur'an to contemporary Islamist political movements, with geographies spanning from Indonesia to the Middle East and North Africa, as well as in Europe and North America. In addition to exploring these themes through reading and writing, students will be encouraged to complete course assignments and projects _in_ media, using audiovisual documentary or composition as a means of responding to the course themes.
","Islam/Media This course is an introduction to Islam from the perspective of media and sound studies, intended for advanced undergraduates and graduate students. From the time of the Prophet Muhammad, Islam in its various manifestations has had a complex relationship with media. While much contemporary writing focuses on Islam _in_ the media, this course explores how many aspects of Islamic practice and thinking might be understood as media technologies that facilitate the inscription, storage and transmission of knowledge. Central questions include: How do Islam and media technologies relate? What kinds of practices of inscription and transmission characterize Islam in all its varieties across time and place? How might Islamic thought and practice be understood in light of databases, networks, and audiovisual sensation? Given the rich diversity in Islam historically and geographically, emphasis will be placed on these interconnected but divergent practices from the earliest revelations of the Qur'an to contemporary Islamist political movements, with geographies spanning from Indonesia to the Middle East and North Africa, as well as in Europe and North America. In addition to exploring these themes through reading and writing, students will be encouraged to complete course assignments and projects _in_ media, using audiovisual documentary or composition as a means of responding to the course themes.
"
21M.291,Music of India,https://ocw.mit.edu/courses/music-and-theater-arts/21m-291-music-of-india-spring-2007,197,"This course focuses on Hindustani classical music of North India, and also involves learning about the ancient foundations of the rich classical traditions of music and dance of all Indian art and culture. Students explore the practice the ragas and talas through learning songs, dance, and drumming compositions, and develop insights through listening, readings, and concert attendance.
","Music of India This course focuses on Hindustani classical music of North India, and also involves learning about the ancient foundations of the rich classical traditions of music and dance of all Indian art and culture. Students explore the practice the ragas and talas through learning songs, dance, and drumming compositions, and develop insights through listening, readings, and concert attendance.
"
21M.293,Music of Africa,https://ocw.mit.edu/courses/music-and-theater-arts/21m-293-music-of-africa-fall-2005,1,"This course is an introduction to selected musical traditions of West Africa. A variety of musical practices and their cultural contexts will be explored through listening, reading, and written assignments, with an emphasis on class discussion. The course includes in-class instruction in West African drumming, song and dance, as well as lecture-demonstrations by guest artists.

After an introductory unit, the course will be organized around four main geographical areas: Senegal, Mali, Ghana, and Nigeria. An in-depth study of music from these countries will be interspersed with brief overviews of Southern, Central, and East Africa.
","Music of Africa This course is an introduction to selected musical traditions of West Africa. A variety of musical practices and their cultural contexts will be explored through listening, reading, and written assignments, with an emphasis on class discussion. The course includes in-class instruction in West African drumming, song and dance, as well as lecture-demonstrations by guest artists.

After an introductory unit, the course will be organized around four main geographical areas: Senegal, Mali, Ghana, and Nigeria. An in-depth study of music from these countries will be interspersed with brief overviews of Southern, Central, and East Africa.
"
21M.294,Popular Musics of the World,https://ocw.mit.edu/courses/music-and-theater-arts/21m-294-popular-musics-of-the-world-spring-2005,93,"This course focuses on popular music, i.e. music created for and transmitted by mass media. Various popular music genres from around the world will be studied through listening, reading and written assignments, with an emphasis on class discussion. In particular, we will consider issues of musical change, syncretism, Westernization, globalization, the impact of recording industries, and the post-colonial era. Case studies will include Afro-pop, reggae, bhangra, rave, and global hip-hop.
","Popular Musics of the World This course focuses on popular music, i.e. music created for and transmitted by mass media. Various popular music genres from around the world will be studied through listening, reading and written assignments, with an emphasis on class discussion. In particular, we will consider issues of musical change, syncretism, Westernization, globalization, the impact of recording industries, and the post-colonial era. Case studies will include Afro-pop, reggae, bhangra, rave, and global hip-hop.
"
21M.295,American Popular Music,https://ocw.mit.edu/courses/music-and-theater-arts/21m-295-american-popular-music-fall-2014,1,"This course surveys the development of popular music in the United States and in a cross-cultural milieu relative to the history and sociology of the last two hundred years. It examines the ethnic mixture that characterizes modern music, how it reflects many rich traditions and styles, and provides a background for understanding the musical vocabulary of current popular music styles.
","American Popular Music This course surveys the development of popular music in the United States and in a cross-cultural milieu relative to the history and sociology of the last two hundred years. It examines the ethnic mixture that characterizes modern music, how it reflects many rich traditions and styles, and provides a background for understanding the musical vocabulary of current popular music styles.
"
21M.301,Harmony and Counterpoint I,https://ocw.mit.edu/courses/music-and-theater-arts/21m-301-harmony-and-counterpoint-i-spring-2005,203,"In this subject we will study the basic harmonic, melodic, and formal practices of western music, principally the classical music of central Europe during the eighteenth century. Topics will include diatonic harmony, simple counterpoint in two parts, and tones of figuration. The coursework will combine composition, listening, analysis, and work in sight-singing and keyboard musicianship.
","Harmony and Counterpoint I In this subject we will study the basic harmonic, melodic, and formal practices of western music, principally the classical music of central Europe during the eighteenth century. Topics will include diatonic harmony, simple counterpoint in two parts, and tones of figuration. The coursework will combine composition, listening, analysis, and work in sight-singing and keyboard musicianship.
"
21M.302,Harmony and Counterpoint II,https://ocw.mit.edu/courses/music-and-theater-arts/21m-302-harmony-and-counterpoint-ii-spring-2005,281,"In this subject, we explore the harmonic, melodic, and formal practices of western music, principally the so-called ""Classical"" idiom of central Europe, ca. 1750-1825. Topics include a quick review of material covered in 21M.301, chromatic harmony (vii{{< sup ""o7"" >}}, bII{{< sup ""6"" >}}, and chords of the augmented sixth), and chromatic modulation; lecture study and discussion are complemented by work in the keyboard laboratory and sight-singing laboratory. All areas of study will be integrated in a semester-long project of composing a theme and two variations in Classical style. ","Harmony and Counterpoint II In this subject, we explore the harmonic, melodic, and formal practices of western music, principally the so-called ""Classical"" idiom of central Europe, ca. 1750-1825. Topics include a quick review of material covered in 21M.301, chromatic harmony (vii{{< sup ""o7"" >}}, bII{{< sup ""6"" >}}, and chords of the augmented sixth), and chromatic modulation; lecture study and discussion are complemented by work in the keyboard laboratory and sight-singing laboratory. All areas of study will be integrated in a semester-long project of composing a theme and two variations in Classical style. "
21M.303,Writing in Tonal Forms I,https://ocw.mit.edu/courses/music-and-theater-arts/21m-303-writing-in-tonal-forms-i-spring-2009,583,"Written and analytic exercises based on 18th- and 19th-century small forms and harmonic practice found in music such as the chorale preludes of Bach; minuets and trios of Haydn, Mozart, and Beethoven; and the songs and character pieces of Schubert and Schumann. Musicianship laboratory is required.
","Writing in Tonal Forms I Written and analytic exercises based on 18th- and 19th-century small forms and harmonic practice found in music such as the chorale preludes of Bach; minuets and trios of Haydn, Mozart, and Beethoven; and the songs and character pieces of Schubert and Schumann. Musicianship laboratory is required.
"
21M.304,Writing in Tonal Forms II,https://ocw.mit.edu/courses/music-and-theater-arts/21m-304-writing-in-tonal-forms-ii-spring-2009,203,"This course builds on the composition techniques practiced in 21M.303 Writing in Tonal Forms I. Students undertake further written and analytic exercises in tonal music, including a sonata-form movement for string quartet. Students will also have the opportunity to write short works that experiment with the expanded tonal techniques of the late 19th and early 20th centuries. Musicianship laboratory is required.
","Writing in Tonal Forms II This course builds on the composition techniques practiced in 21M.303 Writing in Tonal Forms I. Students undertake further written and analytic exercises in tonal music, including a sonata-form movement for string quartet. Students will also have the opportunity to write short works that experiment with the expanded tonal techniques of the late 19th and early 20th centuries. Musicianship laboratory is required.
"
21M.342,Composing for Jazz Orchestra,https://ocw.mit.edu/courses/music-and-theater-arts/21m-342-composing-for-jazz-orchestra-fall-2008,203,"This class explores composition and arrangement for the large jazz ensemble from 1920s foundations to current postmodern practice. Consideration given to a variety of styles and to the interaction of improvisation and composition. Study of works by Basie, Ellington, Evans, Gillespie, Golson, Mingus, Morris, Nelson, Williams, and others. Open rehearsals, workshops, and performances of student compositions by the MIT Festival Jazz Ensemble and the Aardvark Jazz Orchestra.
","Composing for Jazz Orchestra This class explores composition and arrangement for the large jazz ensemble from 1920s foundations to current postmodern practice. Consideration given to a variety of styles and to the interaction of improvisation and composition. Study of works by Basie, Ellington, Evans, Gillespie, Golson, Mingus, Morris, Nelson, Williams, and others. Open rehearsals, workshops, and performances of student compositions by the MIT Festival Jazz Ensemble and the Aardvark Jazz Orchestra.
"
21M.350,Musical Analysis,https://ocw.mit.edu/courses/music-and-theater-arts/21m-350-musical-analysis-spring-2008,472,"This class is an introduction to the analysis of tonal music. Students develop analytical techniques based upon concepts learned in 21M.301-21M.302. Students study rhythm and form, harmony, line and motivic relationships at local and large scale levels of musical structure. Three papers (totaling 20 pages, one to be revised) and one oral presentation are required.
","Musical Analysis This class is an introduction to the analysis of tonal music. Students develop analytical techniques based upon concepts learned in 21M.301-21M.302. Students study rhythm and form, harmony, line and motivic relationships at local and large scale levels of musical structure. Three papers (totaling 20 pages, one to be revised) and one oral presentation are required.
"
21M.351,Music Composition (Fall 2008),https://ocw.mit.edu/courses/music-and-theater-arts/21m-351-music-composition-fall-2008,203,"This course features directed composition of larger forms of original writing involving voices and/or instruments. It includes a weekly seminar in composition for the presentation and discussion of work in progress. Students are expected to produce at least one substantive work, performed in public, by the end of the term. Contemporary compositions and major works from 20th-century music literature are studied.
","Music Composition (Fall 2008) This course features directed composition of larger forms of original writing involving voices and/or instruments. It includes a weekly seminar in composition for the presentation and discussion of work in progress. Students are expected to produce at least one substantive work, performed in public, by the end of the term. Contemporary compositions and major works from 20th-century music literature are studied.
"
21M.355,Musical Improvisation,https://ocw.mit.edu/courses/music-and-theater-arts/21m-355-musical-improvisation-spring-2013,1,"In this course, students study concepts and practice techniques of improvisation in solo and ensemble contexts. The course examines relationships between improvisation, composition, and performance based in traditional and experimental approaches. Hands-on music making will be complemented by discussion of the aesthetics of improvisation. Weekly lab sessions support work on musical technique. Guest artist / lecturers will engage students through mini-residencies in jazz with film, Indian music, electronic music, and blending improvisation with classic music; and an accompanying concert series will feature these artists in performance. Open by audition to instrumental or vocal performers.
","Musical Improvisation In this course, students study concepts and practice techniques of improvisation in solo and ensemble contexts. The course examines relationships between improvisation, composition, and performance based in traditional and experimental approaches. Hands-on music making will be complemented by discussion of the aesthetics of improvisation. Weekly lab sessions support work on musical technique. Guest artist / lecturers will engage students through mini-residencies in jazz with film, Indian music, electronic music, and blending improvisation with classic music; and an accompanying concert series will feature these artists in performance. Open by audition to instrumental or vocal performers.
"
21M.361,Composing with Computers I (Electronic Music Composition),https://ocw.mit.edu/courses/music-and-theater-arts/21m-361-composing-with-computers-i-electronic-music-composition-spring-2008,203,"This class explores sound and what can be done with it. Sources are recorded from students' surroundings - sampled and electronically generated (both analog and digital). Assignments include composing with the sampled sounds, feedback, and noise, using digital signal processing (DSP), convolution, algorithms, and simple mixing. The class focuses on sonic and compositional aspects rather than technology, math, or acoustics, though these are examined in varying detail. Students complete weekly composition and listening assignments; material for the latter is drawn from sound art, experimental electronica, conventional and non-conventional classical electronic works, popular music, and previous students' compositions.
","Composing with Computers I (Electronic Music Composition) This class explores sound and what can be done with it. Sources are recorded from students' surroundings - sampled and electronically generated (both analog and digital). Assignments include composing with the sampled sounds, feedback, and noise, using digital signal processing (DSP), convolution, algorithms, and simple mixing. The class focuses on sonic and compositional aspects rather than technology, math, or acoustics, though these are examined in varying detail. Students complete weekly composition and listening assignments; material for the latter is drawn from sound art, experimental electronica, conventional and non-conventional classical electronic works, popular music, and previous students' compositions.
"
21M.380,Music and Technology: Live Electronics Performance Practices,https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-live-electronics-performance-practices-spring-2011,471,"This course is a creative, hands-on exploration of contemporary and historical approaches to live electronics performance and improvisation, including basic analog instrument design, computer synthesis programming, and hardware and software interface design.
","Music and Technology: Live Electronics Performance Practices This course is a creative, hands-on exploration of contemporary and historical approaches to live electronics performance and improvisation, including basic analog instrument design, computer synthesis programming, and hardware and software interface design.
"
21M.380,Music and Technology: Algorithmic and Generative Music,https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-algorithmic-and-generative-music-spring-2010,1,"This course examines the history, techniques, and aesthetics of mechanical and computer-aided approaches to algorithmic music composition and generative music systems. Through creative hands-on projects, readings, listening assignments, and lectures, students will explore a variety of historical and contemporary approaches. Diverse tools and systems will be employed, including applications in Python, MIDI, Csound, SuperCollider, and Pure Data.
","Music and Technology: Algorithmic and Generative Music This course examines the history, techniques, and aesthetics of mechanical and computer-aided approaches to algorithmic music composition and generative music systems. Through creative hands-on projects, readings, listening assignments, and lectures, students will explore a variety of historical and contemporary approaches. Diverse tools and systems will be employed, including applications in Python, MIDI, Csound, SuperCollider, and Pure Data.
"
21M.380,Music and Technology (Contemporary History and Aesthetics),https://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-contemporary-history-and-aesthetics-fall-2009,1,"This course is an investigation into the history and aesthetics of music and technology as deployed in experimental and popular musics from the 19th century to the present. Through original research, creative hands-on projects, readings, and lectures, the following topics will be explored. The history of radio, audio recording, and the recording studio, as well as the development of musique concrète and early electronic instruments. The creation and extension of musical interfaces by composers such as Harry Partch, John Cage, Conlon Nancarrow, and others. The exploration of electromagnetic technologies in pickups, and the development of dub, hip-hop, and turntablism. The history and application of the analog synthesizer, from the Moog modular to the Roland TR-808. The history of computer music, including music synthesis and representation languages. Contemporary practices in circuit bending, live electronics, and electro-acoustic music, as well as issues in copyright and intellectual property, will also be examined. No prerequisites.
","Music and Technology (Contemporary History and Aesthetics) This course is an investigation into the history and aesthetics of music and technology as deployed in experimental and popular musics from the 19th century to the present. Through original research, creative hands-on projects, readings, and lectures, the following topics will be explored. The history of radio, audio recording, and the recording studio, as well as the development of musique concrète and early electronic instruments. The creation and extension of musical interfaces by composers such as Harry Partch, John Cage, Conlon Nancarrow, and others. The exploration of electromagnetic technologies in pickups, and the development of dub, hip-hop, and turntablism. The history and application of the analog synthesizer, from the Moog modular to the Roland TR-808. The history of computer music, including music synthesis and representation languages. Contemporary practices in circuit bending, live electronics, and electro-acoustic music, as well as issues in copyright and intellectual property, will also be examined. No prerequisites.
"
21M.410,Vocal Repertoire and Performance: Women Composers (Spring 2007),https://ocw.mit.edu/courses/music-and-theater-arts/21m-410-vocal-repertoire-and-performance-women-composers-spring-2007,120,"This course is for the singer and/or pianist interested in collaborative study of solo vocal performance. This term we will focus upon the works of Women Composers. Students will gather biographical data and explore art songs, operatic arias, choral masterpieces, and arrangements employing sacred and secular texts. Additionally, students will conduct inquiry into works indicative of their own heritage.
","Vocal Repertoire and Performance: Women Composers (Spring 2007) This course is for the singer and/or pianist interested in collaborative study of solo vocal performance. This term we will focus upon the works of Women Composers. Students will gather biographical data and explore art songs, operatic arias, choral masterpieces, and arrangements employing sacred and secular texts. Additionally, students will conduct inquiry into works indicative of their own heritage.
"
21M.410,Vocal Repertoire and Performance: African American Composers (Spring 2005),https://ocw.mit.edu/courses/music-and-theater-arts/21m-410-vocal-repertoire-and-performance-african-american-composers-spring-2005,120,"The primary focus of this Vocal Repertoire and Performance course is placed upon the works of African American composers and concert artists. Students gather biographical data and explore art songs, operatic arias, ensembles, choral masterpieces, and arrangements employing sacred and secular texts. Additionally, students conduct inquiry into works representative of their own heritage. This course is required for vocalists in the MIT Emerson Music Performance program; others may be admitted by audition.
","Vocal Repertoire and Performance: African American Composers (Spring 2005) The primary focus of this Vocal Repertoire and Performance course is placed upon the works of African American composers and concert artists. Students gather biographical data and explore art songs, operatic arias, ensembles, choral masterpieces, and arrangements employing sacred and secular texts. Additionally, students conduct inquiry into works representative of their own heritage. This course is required for vocalists in the MIT Emerson Music Performance program; others may be admitted by audition.
"
21M.539,Topics in Culture and Globalization: Reggae as Transnational Culture,https://ocw.mit.edu/courses/global-studies-and-languages/21g-035-topics-in-culture-and-globalization-reggae-as-transnational-culture-fall-2010,218,"This course considers reggae, or Jamaican popular music more generally—in its various forms (ska, rocksteady, roots, dancehall)—as constituted by international movements and exchanges and as a product that circulates globally in complex ways. By reading across the reggae literature, as well as considering reggae texts themselves (songs, films, videos, and images), students will scrutinize the different interpretations of reggae's significance and the implications of different interpretations of the story of Jamaica and its music. Beginning with a consideration of how Jamaica's popular music industry emerged out of transnational exchanges, the course will proceed to focus on reggae's circulation outside of Jamaica via diasporic networks and commercial mediascapes. Among other sites, we will consider reggae's resonance and impact elsewhere in the Anglo Caribbean (e.g., Trinidad, Barbados), the United Kingdom (including British reggae styles but also such progeny as jungle, grime, and dubstep), the United States (both as reggae per se and in hip-hop), Panama and Puerto Rico and other Latin American locales (e.g., Brazil), Japan and Australia, as well as West, South, and East Africa (Côte d'Ivoire, Tanzania, Uganda).
","Topics in Culture and Globalization: Reggae as Transnational Culture This course considers reggae, or Jamaican popular music more generally—in its various forms (ska, rocksteady, roots, dancehall)—as constituted by international movements and exchanges and as a product that circulates globally in complex ways. By reading across the reggae literature, as well as considering reggae texts themselves (songs, films, videos, and images), students will scrutinize the different interpretations of reggae's significance and the implications of different interpretations of the story of Jamaica and its music. Beginning with a consideration of how Jamaica's popular music industry emerged out of transnational exchanges, the course will proceed to focus on reggae's circulation outside of Jamaica via diasporic networks and commercial mediascapes. Among other sites, we will consider reggae's resonance and impact elsewhere in the Anglo Caribbean (e.g., Trinidad, Barbados), the United Kingdom (including British reggae styles but also such progeny as jungle, grime, and dubstep), the United States (both as reggae per se and in hip-hop), Panama and Puerto Rico and other Latin American locales (e.g., Brazil), Japan and Australia, as well as West, South, and East Africa (Côte d'Ivoire, Tanzania, Uganda).
"
21M.542,Interdisciplinary Approaches to Musical Time,https://ocw.mit.edu/courses/music-and-theater-arts/21m-542-interdisciplinary-approaches-to-musical-time-january-iap-2010,472,"This course is an interdisciplinary exploration of three broad topics concerning music in relation to time.

1.  Music as Architecture: the creation of musical shapes in time;
2.  Music as Memory: how musical understanding depends upon memory and reminiscence, with attention to analysis of musical structures; and
3.  Time as the Substance of Music: how different disciplines such as philosophy and neuroscience view the temporal dimension of musical processes and/or performances.

Classroom discussion of these topics is complemented by three weekend concerts with pre-concert forums, jointly presented by the [Boston Chamber Music Society](http://www.bostonchambermusic.org/) (BCMS) and MIT Music & Theater Arts.
","Interdisciplinary Approaches to Musical Time This course is an interdisciplinary exploration of three broad topics concerning music in relation to time.

1.  Music as Architecture: the creation of musical shapes in time;
2.  Music as Memory: how musical understanding depends upon memory and reminiscence, with attention to analysis of musical structures; and
3.  Time as the Substance of Music: how different disciplines such as philosophy and neuroscience view the temporal dimension of musical processes and/or performances.

Classroom discussion of these topics is complemented by three weekend concerts with pre-concert forums, jointly presented by the [Boston Chamber Music Society](http://www.bostonchambermusic.org/) (BCMS) and MIT Music & Theater Arts.
"
21M.603,Principles of Design,https://ocw.mit.edu/courses/music-and-theater-arts/21m-603-principles-of-design-fall-2005,536,"This course deals with advanced design theories and textual analysis. Emphasis is placed on script analysis in general, as well as the investigation of design principles from a designer's perspective. Students also refine technical skills in rendering and presentation, historical research, and analysis. Class sessions include interaction with student/faculty directors and other staff designers. The goal of this course is for students to approach text with a fresh vision and translate that vision into design for performance.
","Principles of Design This course deals with advanced design theories and textual analysis. Emphasis is placed on script analysis in general, as well as the investigation of design principles from a designer's perspective. Students also refine technical skills in rendering and presentation, historical research, and analysis. Class sessions include interaction with student/faculty directors and other staff designers. The goal of this course is for students to approach text with a fresh vision and translate that vision into design for performance.
"
21M.604,Playwriting I,https://ocw.mit.edu/courses/music-and-theater-arts/21m-604-playwriting-i-spring-2005,16,"This class introduces the craft of writing for the theater. Through weekly assignments, in class writing exercises, and work on a sustained piece, students explore scene structure, action, events, voice, and dialogue. We examine produced playscripts and discuss student work. This class's emphasis is on process, risk-taking, and finding one's own voice and vision.
","Playwriting I This class introduces the craft of writing for the theater. Through weekly assignments, in class writing exercises, and work on a sustained piece, students explore scene structure, action, events, voice, and dialogue. We examine produced playscripts and discuss student work. This class's emphasis is on process, risk-taking, and finding one's own voice and vision.
"
21M.606,Introduction to Stagecraft,https://ocw.mit.edu/courses/music-and-theater-arts/21m-606-introduction-to-stagecraft-spring-2009,536,"Offered in the spring and fall terms, Introduction to Stagecraft is a hands-on course that gets students working with the tools and techniques of theatrical production in a practical way. It is not a design course but one devoted to artisanship. Among the many remarkable final projects that have been proposed and presented at the end of the course have been a Renaissance hourglass blown in the MIT glass shop and set into a frame turned on our set shop lathe; a four harness loom built by a student who then wove cloth on it; a number of chain mail tunics and coifs; a wide variety of costume and furniture pieces and electrified period lighting fixtures.
","Introduction to Stagecraft Offered in the spring and fall terms, Introduction to Stagecraft is a hands-on course that gets students working with the tools and techniques of theatrical production in a practical way. It is not a design course but one devoted to artisanship. Among the many remarkable final projects that have been proposed and presented at the end of the course have been a Renaissance hourglass blown in the MIT glass shop and set into a frame turned on our set shop lathe; a four harness loom built by a student who then wove cloth on it; a number of chain mail tunics and coifs; a wide variety of costume and furniture pieces and electrified period lighting fixtures.
"
21M.611,Foundations of Theater Practice,https://ocw.mit.edu/courses/music-and-theater-arts/21m-611-foundations-of-theater-practice-fall-2009,82,"The goals of this class are two-fold: the first is to experience the creative processes and storytelling behind several of theater's arts and to acquire the analytical skills necessary in assessing the meaning they transmit when they come together in production. Secondly, we will introduce you to these languages in a creative way by giving you hands-on experience in each. To that end, several Visiting Artists and MIT faculty in Theater Arts will guest lecture, lead workshops, and give you practical instruction in their individual art forms.
","Foundations of Theater Practice The goals of this class are two-fold: the first is to experience the creative processes and storytelling behind several of theater's arts and to acquire the analytical skills necessary in assessing the meaning they transmit when they come together in production. Secondly, we will introduce you to these languages in a creative way by giving you hands-on experience in each. To that end, several Visiting Artists and MIT faculty in Theater Arts will guest lecture, lead workshops, and give you practical instruction in their individual art forms.
"
21M.616,"Learning from the Past: Drama, Science, Performance",https://ocw.mit.edu/courses/literature/21l-016-learning-from-the-past-drama-science-performance-spring-2009,182,"This class explores the creation (and creativity) of the modern scientific and cultural world through study of western Europe in the 17th century, the age of Descartes and Newton, Shakespeare, Milton and Ford. It compares period thinking to present-day debates about the scientific method, art, religion, and society. This team-taught, interdisciplinary subject draws on a wide range of literary, dramatic, historical, and scientific texts and images, and involves theatrical experimentation as well as reading, writing, researching and conversing.

The primary theme of the class is to explore how England in the mid-seventeenth century became ""a world turned upside down"" by the new ideas and upheavals in religion, politics, and philosophy, ideas that would shape our modern world. Paying special attention to the ""theatricality"" of the new models and perspectives afforded by scientific experimentation, the class will read plays by Shakespeare, Tate, Brecht, Ford, Churchill, and Kushner, as well as primary and secondary texts from a wide range of disciplines. Students will also compose and perform in scenes based on that material.
","Learning from the Past: Drama, Science, Performance This class explores the creation (and creativity) of the modern scientific and cultural world through study of western Europe in the 17th century, the age of Descartes and Newton, Shakespeare, Milton and Ford. It compares period thinking to present-day debates about the scientific method, art, religion, and society. This team-taught, interdisciplinary subject draws on a wide range of literary, dramatic, historical, and scientific texts and images, and involves theatrical experimentation as well as reading, writing, researching and conversing.

The primary theme of the class is to explore how England in the mid-seventeenth century became ""a world turned upside down"" by the new ideas and upheavals in religion, politics, and philosophy, ideas that would shape our modern world. Paying special attention to the ""theatricality"" of the new models and perspectives afforded by scientific experimentation, the class will read plays by Shakespeare, Tate, Brecht, Ford, Churchill, and Kushner, as well as primary and secondary texts from a wide range of disciplines. Students will also compose and perform in scenes based on that material.
"
21M.621,Theater and Cultural Diversity in the U.S.,https://ocw.mit.edu/courses/music-and-theater-arts/21m-621-theater-and-cultural-diversity-in-the-u-s-spring-2008,393,"This course explores contemporary American theatrical expression as it may be organized around issues of gender and cultural identity. This exploration will include the analysis of performances, scripts, and video documentation, as well as the invention of original documents of theatrical expression. Class lectures and discussions will analyze samples of Native American, Chicano, African American, and Asian American theater, taking into consideration the historical and political context for the creation of these works. Performance exercises will help students identify theatrical forms and techniques used by these theaters, and how these techniques contribute to the overall goals of specific theatrical expressions.
","Theater and Cultural Diversity in the U.S. This course explores contemporary American theatrical expression as it may be organized around issues of gender and cultural identity. This exploration will include the analysis of performances, scripts, and video documentation, as well as the invention of original documents of theatrical expression. Class lectures and discussions will analyze samples of Native American, Chicano, African American, and Asian American theater, taking into consideration the historical and political context for the creation of these works. Performance exercises will help students identify theatrical forms and techniques used by these theaters, and how these techniques contribute to the overall goals of specific theatrical expressions.
"
